985路	[25, 55, 77, 70, 70, 70, 70, 85, 92, 92, 100, 92, 77, 51, 70, 59, 40, 0, 7]
314路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 93, 22, 27, 100, 20]
1039路	[18, 62, 81, 70, 70, 70, 85, 37, 100, 44, 85, 96, 44, 11, 0, 0, 0, 0, 0]
龙新芦专线	[45, 100, 95, 70, 62, 62, 70, 58, 58, 70, 95, 79, 58, 20, 0, 0, 0, 0, 16]
鹤莘线	[39, 81, 87, 96, 75, 63, 75, 81, 78, 81, 96, 100, 78, 27, 3, 0, 0, 0, 0]
宣桥1路	[13, 100, 93, 40, 53, 26, 33, 53, 46, 80, 46, 60, 13, 0, 0, 0, 0, 0, 0]
780路	[36, 86, 100, 95, 81, 81, 90, 81, 90, 77, 90, 77, 50, 45, 54, 45, 31, 4, 27]
85路	[50, 75, 100, 85, 82, 75, 78, 67, 78, 71, 96, 100, 67, 78, 71, 75, 67, 17, 17]
1036路	[75, 75, 100, 75, 62, 25, 25, 37, 25, 25, 25, 50, 12, 0, 0, 0, 0, 0, 0]
1093路	[28, 57, 71, 85, 28, 14, 0, 42, 100, 28, 14, 42, 0, 0, 0, 0, 0, 0, 0]
786路	[34, 60, 91, 78, 73, 69, 65, 82, 78, 86, 100, 86, 73, 65, 65, 52, 43, 4, 8]
995路	[28, 80, 100, 96, 80, 68, 72, 72, 64, 80, 76, 96, 84, 64, 48, 36, 24, 4, 0]
636路	[33, 69, 88, 94, 77, 75, 69, 75, 75, 69, 86, 100, 97, 77, 66, 63, 25, 0, 2]
1030路	[0, 0, 37, 25, 25, 50, 25, 100, 87, 37, 75, 50, 12, 0, 0, 0, 0, 0, 0]
浦东1路	[11, 66, 100, 100, 55, 44, 22, 66, 77, 33, 44, 88, 55, 77, 33, 11, 0, 0, 0]
周康9路	[52, 80, 90, 90, 100, 80, 66, 66, 76, 71, 76, 90, 90, 61, 42, 23, 0, 0, 0]
313路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 51, 29, 12, 100, 0]
785路	[34, 61, 84, 96, 96, 88, 100, 92, 92, 100, 84, 88, 80, 61, 57, 50, 30, 3, 11]
1072路	[93, 40, 86, 53, 46, 13, 33, 13, 33, 40, 26, 46, 40, 33, 33, 6, 0, 0, 0]
川沙2路	[26, 73, 100, 26, 33, 40, 26, 46, 53, 53, 40, 66, 26, 0, 0, 0, 0, 0, 0]
大桥五线	[13, 51, 65, 44, 44, 44, 62, 51, 51, 68, 65, 100, 62, 48, 48, 37, 34, 0, 3]
182路	[37, 68, 100, 93, 75, 75, 87, 81, 68, 93, 87, 93, 50, 56, 31, 12, 0, 0, 18]
外高桥4路	[23, 100, 84, 78, 55, 52, 47, 60, 47, 65, 73, 44, 28, 10, 0, 0, 0, 0, 0]
蔡陆专线	[55, 91, 100, 79, 76, 70, 70, 67, 67, 76, 82, 64, 73, 61, 44, 41, 5, 0, 20]
81路	[73, 100, 100, 82, 69, 60, 65, 56, 65, 69, 73, 69, 60, 60, 60, 56, 47, 13, 39]
1049路	[0, 33, 100, 33, 0, 33, 33, 0, 33, 0, 66, 100, 0, 33, 0, 0, 0, 0, 0]
638路	[29, 58, 87, 83, 79, 66, 91, 79, 83, 100, 87, 83, 66, 62, 58, 41, 12, 0, 8]
新场3路	[66, 66, 66, 33, 0, 0, 100, 33, 0, 66, 66, 66, 66, 0, 0, 0, 0, 0, 0]
泥城4路	[50, 100, 66, 33, 66, 50, 50, 16, 33, 66, 83, 16, 33, 0, 0, 0, 0, 0, 0]
177路	[44, 100, 86, 86, 75, 72, 75, 68, 79, 75, 79, 72, 65, 62, 55, 55, 27, 0, 10]
大团2路	[44, 100, 50, 27, 27, 22, 16, 50, 5, 11, 44, 11, 5, 0, 0, 0, 0, 0, 0]
1079路	[16, 50, 50, 83, 100, 66, 50, 83, 50, 83, 50, 50, 16, 16, 0, 0, 0, 0, 0]
周康4路	[45, 100, 96, 74, 70, 41, 45, 54, 29, 87, 83, 83, 61, 12, 0, 0, 0, 0, 3]
971路	[36, 83, 100, 83, 83, 76, 83, 66, 73, 80, 73, 76, 66, 56, 60, 53, 10, 0, 3]
1090路	[0, 33, 100, 75, 50, 41, 41, 41, 16, 50, 50, 33, 25, 8, 0, 0, 0, 0, 0]
惠南11路	[27, 77, 54, 72, 32, 48, 72, 67, 100, 46, 71, 43, 31, 9, 0, 0, 0, 0, 0]
浦东20路	[32, 74, 83, 80, 64, 67, 67, 61, 58, 58, 67, 90, 100, 48, 3, 0, 0, 0, 0]
芦潮港1路	[75, 75, 100, 100, 25, 75, 50, 50, 25, 50, 25, 75, 0, 0, 0, 0, 0, 0, 0]
981路	[33, 75, 100, 90, 87, 75, 93, 84, 81, 84, 81, 100, 69, 60, 66, 60, 42, 6, 6]
1037路	[50, 100, 57, 42, 57, 71, 78, 35, 42, 71, 92, 71, 28, 0, 0, 0, 0, 0, 0]
龙大专线	[46, 79, 100, 83, 48, 46, 51, 44, 58, 67, 74, 67, 55, 58, 34, 30, 18, 6, 13]
1008路	[17, 40, 100, 82, 71, 51, 53, 64, 53, 75, 88, 75, 93, 55, 8, 0, 0, 0, 0]
338路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 40, 43, 16, 43, 0]
1018路	[30, 72, 100, 86, 74, 51, 44, 58, 48, 86, 79, 62, 53, 30, 27, 6, 0, 0, 0]
