985路	[22, 54, 81, 77, 77, 77, 72, 95, 100, 95, 95, 81, 72, 54, 59, 40, 22, 0, 4]
浦东4路	[28, 57, 92, 78, 64, 71, 78, 78, 64, 100, 100, 100, 85, 57, 64, 57, 21, 7, 7]
1039路	[3, 59, 51, 48, 22, 25, 37, 96, 96, 66, 44, 51, 100, 3, 0, 0, 0, 0, 0]
龙新芦专线	[45, 81, 90, 72, 68, 59, 68, 59, 72, 72, 100, 81, 45, 13, 0, 0, 0, 0, 13]
鹤莘线	[38, 61, 74, 93, 100, 58, 77, 74, 83, 90, 83, 96, 64, 38, 6, 0, 0, 0, 0]
宣桥1路	[40, 60, 100, 50, 30, 70, 100, 50, 50, 70, 80, 70, 30, 0, 0, 0, 0, 0, 10]
780路	[44, 77, 100, 94, 72, 77, 83, 77, 83, 94, 94, 83, 72, 61, 55, 44, 22, 0, 27]
85路	[43, 69, 91, 95, 91, 78, 82, 73, 69, 73, 100, 100, 86, 73, 69, 69, 52, 17, 13]
1036路	[62, 100, 100, 37, 50, 100, 62, 12, 37, 50, 25, 62, 0, 0, 0, 0, 0, 0, 0]
1093路	[25, 100, 62, 12, 50, 37, 0, 37, 87, 25, 12, 0, 12, 0, 0, 0, 0, 0, 0]
786路	[42, 57, 84, 84, 84, 84, 100, 100, 89, 84, 73, 78, 73, 63, 52, 31, 15, 5, 10]
995路	[25, 70, 90, 95, 85, 80, 75, 75, 75, 90, 90, 90, 100, 65, 60, 35, 20, 0, 0]
636路	[25, 50, 75, 68, 71, 71, 75, 81, 84, 84, 90, 100, 90, 75, 65, 46, 18, 0, 3]
1030路	[0, 0, 100, 75, 50, 25, 0, 50, 0, 50, 25, 75, 0, 0, 0, 0, 0, 0, 0]
浦东1路	[0, 25, 87, 75, 50, 50, 37, 75, 62, 25, 50, 100, 75, 87, 62, 0, 0, 0, 0]
863路	[13, 34, 60, 82, 86, 73, 73, 82, 100, 78, 95, 86, 65, 47, 39, 21, 4, 0, 4]
313路	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 91, 48, 48, 65, 0]
申崇六线	[29, 41, 47, 41, 29, 35, 100, 100, 82, 76, 47, 76, 64, 23, 5, 0, 0, 0, 11]
785路	[28, 48, 68, 72, 72, 72, 80, 76, 88, 100, 76, 88, 68, 64, 56, 40, 16, 0, 4]
1072路	[90, 54, 81, 54, 45, 18, 54, 54, 45, 63, 54, 90, 36, 18, 9, 18, 9, 0, 0]
川沙2路	[20, 30, 100, 70, 50, 70, 60, 70, 90, 80, 70, 70, 50, 0, 0, 0, 0, 0, 0]
大桥五线	[19, 47, 57, 52, 47, 47, 61, 80, 76, 76, 90, 100, 76, 66, 57, 28, 28, 0, 4]
182路	[40, 73, 80, 80, 80, 66, 93, 73, 80, 100, 53, 80, 60, 53, 33, 13, 0, 0, 13]
外高桥4路	[20, 91, 100, 68, 60, 60, 54, 40, 51, 48, 54, 51, 40, 22, 0, 0, 0, 0, 0]
蔡陆专线	[50, 84, 100, 88, 69, 76, 73, 80, 73, 92, 88, 92, 80, 84, 65, 42, 3, 0, 19]
81路	[63, 100, 94, 78, 68, 63, 68, 63, 68, 84, 84, 78, 78, 78, 68, 52, 47, 21, 47]
1049路	[0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0]
638路	[28, 52, 61, 85, 71, 71, 85, 80, 80, 100, 90, 85, 71, 57, 52, 33, 9, 0, 4]
新场3路	[0, 40, 20, 20, 40, 80, 40, 60, 60, 100, 20, 40, 20, 0, 0, 0, 0, 0, 0]
泥城4路	[75, 75, 50, 50, 75, 75, 25, 25, 25, 100, 50, 50, 25, 0, 0, 0, 0, 0, 0]
177路	[39, 86, 95, 91, 65, 78, 82, 86, 86, 100, 95, 91, 86, 56, 56, 47, 34, 0, 4]
浦东2路	[0, 33, 66, 50, 66, 83, 83, 66, 50, 50, 100, 100, 100, 66, 66, 16, 0, 0, 0]
1079路	[33, 83, 50, 33, 100, 16, 16, 16, 66, 66, 33, 50, 50, 0, 0, 0, 0, 0, 0]
周康4路	[28, 75, 100, 53, 56, 43, 62, 56, 53, 71, 84, 65, 43, 9, 0, 0, 0, 0, 3]
971路	[48, 68, 92, 84, 84, 80, 92, 92, 92, 96, 80, 100, 80, 76, 76, 56, 8, 0, 0]
